,uf,id_municipio,nome_municipio,ideb_2017,aluno_turma,hora_aula,prof_cs,aprovacao,reprovacao,abandono,distorcao,promocao,repetencia,evasao,migracao_eja
1624,AL,2703106,Igaci,3.8,30.5,4.8,93.5,97.2,1.9,0.9,28.8,90.8,1.8,6.3,1.1
1625,AL,2703205,Igreja Nova,2.9,32.8,5.2,92.7,81.7,5.7,12.6,45,79.1,6.9,12.8,1.2
1626,AL,2703304,Inhapi,3.4,31.7,4.8,86.5,89.2,2,8.8,34.5,81.9,3,14.3,0.8
1627,AL,2703403,Jacaré dos Homens,3.2,32.2,4.5,63.6,81.6,5,13.4,44,68.6,12.9,11.9,6.6
1628,AL,2703502,Jacuípe,3.3,38.0,5.2,100.0,91.5,1.5,7,32,85.2,3.8,6.1,4.9
1629,AL,2703601,Japaratinga,2.8,31.0,4.4,100.0,84.4,5.8,9.8,36.2,80.4,5,11.8,2.8
1630,AL,2703700,Jaramataia,3.4,29.6,4.2,55.6,85.6,6.5,7.9,45.3,66.2,10.3,9,14.5
1631,AL,2703809,Joaquim Gomes,2.7,39.4,4.2,73.3,80.4,2.3,17.3,55.6,66.7,6.8,15.7,10.8
1632,AL,2703908,Jundiá,3.5,27.4,4.8,100.0,98.3,1.7,0,31.8,92.4,1.6,4.3,1.7
1633,AL,2704005,Junqueiro,3.5,33.8,4.5,94.4,76.6,13.2,10.2,29,73.7,13.9,8.9,3.5
1634,AL,2704104,Lagoa da Canoa,3.3,29.6,4.3,96.4,84.9,10.6,4.5,40,83.2,4.4,7.3,5.1
1635,AL,2704203,Limoeiro de Anadia,2.8,46.4,3.9,74.1,72.7,3.7,23.6,51.3,71.4,12.1,16,0.5
1636,AL,2704302,Maceió,3.5,35.2,5.5,93.9,81.9,7.7,10.4,43.2,74.5,9.3,10.5,5.7
1637,AL,2704401,Major Isidoro,4.0,28.2,6.1,84.8,97.7,1.5,0.8,37.5,90.5,1.4,5.2,2.9
1638,AL,2704500,Maragogi,2.6,36.0,4.0,100.0,73.7,3.3,23,54.2,74.4,11.3,13.4,0.9
1639,AL,2704609,Maravilha,3.5,37.0,4.9,100.0,94.2,3.5,2.3,37.5,84.5,6.6,8.3,0.6
1640,AL,2704708,Marechal Deodoro,3.0,42.0,4.4,81.6,79,5.2,15.8,44.4,62.3,17.8,17.5,2.4
1641,AL,2704807,Maribondo,3.8,32.8,5.2,90.0,89.2,1,9.8,36.9,81.9,4,10.3,3.8
1642,AL,2704906,Mar Vermelho,3.7,33.8,5.1,72.7,94,2.3,3.7,35.6,84.2,4.5,3,8.3
1643,AL,2705002,Mata Grande,3.4,32.2,4.5,85.2,90.5,5.2,4.3,43.6,84.5,4.3,10.3,0.9
1644,AL,2705101,Matriz de Camaragibe,3.1,33.2,6.2,95.9,88,2.8,9.2,36.2,84.5,4.2,8.4,2.9
1645,AL,2705200,Messias,2.8,40.5,3.6,95.2,71.8,7.1,21.1,51.8,68.4,15.9,12.3,3.4
1646,AL,2705309,Minador do Negrão,3.6,25.4,5.1,100.0,96.1,1.5,2.4,64.2,81.9,3.5,12.8,1.8
1647,AL,2705408,Monteirópolis,3.0,24.9,4.7,92.3,79.7,18.9,1.4,44.6,73.7,6.7,19.6,0
1648,AL,2705507,Murici,3.6,32.2,5.1,88.6,91.7,7.6,0.7,40.8,81.4,7.9,8.8,1.9
1649,AL,2705606,Novo Lino,3.3,36.7,4.2,100.0,89.7,0.7,9.6,52,83.3,4.3,10.9,1.5
1650,AL,2705705,Olho d'Água das Flores,3.3,33.0,5.4,79.5,81.7,7.2,11.1,45.4,79.7,10,8.5,1.8
1651,AL,2705804,Olho d'Água do Casado,3.4,37.5,4.8,87.5,87.7,0,12.3,48,82.9,5,12.1,0
1652,AL,2705903,Olho d'Água Grande,4.0,24.4,4.8,90.0,93.7,5.1,1.2,37.4,82,5.8,11.6,0.6
1653,AL,2706000,Olivença,3.1,44.7,4.4,86.7,82.4,9.7,7.9,33.8,79.1,9.3,9.6,2
1654,AL,2706109,Ouro Branco,3.6,33.1,4.3,91.3,91.7,5.4,2.9,39,81.6,4.5,8.5,5.4
1655,AL,2706208,Palestina,2.6,32.7,4.3,84.6,79.3,13.8,6.9,38.8,73.9,11.4,14.4,0.3
1656,AL,2706307,Palmeira dos Índios,3.7,28.7,5.4,93.6,94.8,3.3,1.9,35.5,85.6,5.9,6,2.5
1657,AL,2706406,Pão de Açúcar,2.4,35.9,5.5,87.0,71.2,7.7,21.1,52.9,66.2,7.4,24.8,1.6
1658,AL,2706422,Pariconha,3.4,34.0,4.5,86.7,91.2,4.6,4.2,29.6,84.1,4.3,8,3.6
1659,AL,2706448,Paripueira,3.4,32.6,4.6,100.0,83.7,13.5,2.8,30.7,75.1,10.6,6.9,7.4
1660,AL,2706505,Passo de Camaragibe,2.5,32.6,4.7,100.0,78.6,6.4,15,44.8,75.8,9.1,9.5,5.6
1661,AL,2706604,Paulo Jacinto,3.6,26.3,4.8,87.5,92,1.3,6.7,30.4,87.7,2.8,7.1,2.4
1662,AL,2706703,Penedo,2.9,36.0,5.7,98.2,79.9,15.9,4.2,36.2,75.3,9.5,12.2,3
1663,AL,2706802,Piaçabuçu,2.8,33.9,5.3,100.0,75.6,23.4,1,37.3,70.4,13.9,10.5,5.2
1664,AL,2706901,Pilar,2.7,34.1,4.7,83.3,72.4,5.9,21.7,44.9,70.2,12.5,14.5,2.8
1665,AL,2707008,Pindoba,3.2,29.3,5.3,60.0,85.9,14.1,0,30.7,83,11.4,4.5,1.1
1666,AL,2707107,Piranhas,3.1,33.3,5.1,98.2,77,12.4,10.6,38.6,76.4,5.4,14.1,4.1
1667,AL,2707206,Poço das Trincheiras,3.1,27.8,4.5,90.6,79.9,10.8,9.3,44.3,71.7,13.9,11.7,2.7
1668,AL,2707305,Porto Calvo,2.9,36.4,5.4,90.6,88.1,3.7,8.2,33.5,82,5,11.4,1.6
1669,AL,2707404,Porto de Pedras,3.2,31.2,5.0,94.1,75,15.6,9.4,38.4,72.7,15.6,8.5,3.2
1670,AL,2707503,Porto Real do Colégio,3.0,35.6,4.7,94.4,87,3.8,9.2,37.4,81.8,5.3,11.8,1.1
1671,AL,2707602,Quebrangulo,3.9,25.9,5.2,81.3,90.8,7.5,1.7,39.2,79.6,7.4,5.8,7.2
1672,AL,2707701,Rio Largo,3.3,38.4,5.0,89.0,80.6,13.2,6.2,39.2,75.1,7.3,9.6,8
1673,AL,2707909,Santa Luzia do Norte,2.7,30.5,4.4,87.5,77.3,6.6,16.1,36.1,77.2,8.6,6.7,7.5
1674,AL,2708006,Santana do Ipanema,3.1,32.4,5.0,88.9,76.4,9.4,14.2,50.7,70.2,14.1,14.2,1.5
1675,AL,2708105,Santana do Mundaú,3.9,27.4,4.9,90.5,94.9,2.1,3,35.4,90.5,2.1,6.5,0.9
1676,AL,2708204,São Brás,2.6,35.4,4.0,92.9,83.7,2.8,13.5,38.9,79.9,9.5,10.6,0
1677,AL,2708303,São José da Laje,4.1,35.4,5.4,81.6,93.4,1.9,4.7,25.9,84.6,2.9,8.9,3.6
1678,AL,2708402,São José da Tapera,3.4,36.2,5.4,97.3,86,2,12,37.6,80.2,6,10.9,2.9
1679,AL,2708501,São Luís do Quitunde,2.9,40.5,4.8,96.9,77.4,8.9,13.7,42,73.7,11.1,9.5,5.7
1680,AL,2708600,São Miguel dos Campos,3.0,34.7,4.3,85.8,68.2,12.2,19.6,53.4,61.3,12.8,15.9,10
1681,AL,2708709,São Miguel dos Milagres,2.9,28.7,4.0,93.3,80.6,12.9,6.5,57.9,75.2,6.3,14.5,4
1682,AL,2708808,São Sebastião,2.8,51.0,5.0,83.9,75.6,21.8,2.6,44.3,71.6,12.7,10.1,5.6
1683,AL,2708907,Satuba,3.5,32.3,4.8,100.0,85.5,10.8,3.7,37.6,70.4,21.8,4.7,3.1
1684,AL,2708956,Senador Rui Palmeira,3.3,50.3,4.0,100.0,86.9,8.4,4.7,55.7,75.9,7,15.7,1.4
1685,AL,2709004,Tanque d'Arca,3.3,24.7,4.7,85.7,98.8,0.4,0.8,28.7,91.6,2.4,5.2,0.8
1686,AL,2709103,Taquarana,3.2,36.8,4.5,96.0,86.9,3.1,10,34.8,81.1,5.8,9.4,3.7
1687,AL,2709152,Teotônio Vilela,3.2,39.3,5.6,93.1,80.6,13.5,5.9,27.6,74.1,13.6,8.1,4.2
1688,AL,2709202,Traipu,2.8,40.3,4.9,88.9,81,11.5,7.5,44.6,75.4,6.7,16.1,1.8
1689,AL,2709301,União dos Palmares,3.7,39.4,5.3,88.0,90,3.7,6.3,35.1,84.6,5.2,7.7,2.5
1690,AL,2709400,Viçosa,3.2,30.3,6.6,82.3,86.5,9.3,4.2,32.9,75.9,18.5,4,1.6
1691,SE,2800100,Amparo de São Francisco,3.1,26.7,4.3,100.0,76.3,17.5,6.2,37.5,76.3,12.5,5,6.2
1692,SE,2800209,Aquidabã,2.1,26.0,4.2,96.4,60.1,27.7,12.2,50.9,59.3,22.6,14.8,3.3
1693,SE,2800308,Aracaju,3.5,30.2,5.4,99.2,78.5,12.2,9.3,44.9,73.9,11.6,11.5,3
1694,SE,2800407,Arauá,2.6,38.7,4.3,100.0,70.6,6.7,22.7,56.3,67.4,8.4,17,7.2
1695,SE,2800506,Areia Branca,3.6,25.0,4.4,100.0,78.8,11,10.2,53.9,74.1,9.5,11.9,4.5
1696,SE,2800605,Barra dos Coqueiros,2.5,27.3,4.4,97.5,61.4,9.2,29.4,61.3,57.9,18.3,21.6,2.2
1697,SE,2800670,Boquim,3.4,31.5,4.6,100.0,78.8,13.6,7.6,44.1,75.3,13.6,8.6,2.5
1698,SE,2800704,Brejo Grande,2.5,26.4,4.4,96.3,78.6,7.8,13.6,53.2,75.9,11.7,12.4,0
1699,SE,2801009,Campo do Brito,3.2,28.7,4.4,100.0,82.6,9.6,7.8,40.1,81,8.3,8.7,2
1700,SE,2801108,Canhoba,2.5,19.8,4.3,100.0,78.8,18.6,2.6,37.8,77,15.6,4.1,3.3
1701,SE,2801207,Canindé de São Francisco,2.8,32.8,4.2,98.3,67.6,14.5,17.9,48.4,64.7,16.6,16.9,1.8
1702,SE,2801306,Capela,2.7,33.0,4.4,92.9,77.2,6.5,16.3,46.3,76,10,12.8,1.2
1703,SE,2801405,Carira,2.1,31.2,4.3,100.0,52.9,27.4,19.7,58.8,52,25.3,22.7,0
1704,SE,2801504,Carmópolis,3.0,30.6,4.9,97.7,68.8,23,8.2,52.3,67.9,12.9,13.8,5.4
1705,SE,2801603,Cedro de São João,3.9,30.2,4.8,100.0,87.6,6.9,5.5,36.4,80.9,3.9,9.9,5.3
1706,SE,2801900,Cumbe,3.4,27.8,4.5,100.0,68.9,25.2,5.9,48.6,66.1,16.5,8.3,9.1
1707,SE,2802007,Divina Pastora,2.8,31.1,5.9,95.2,80.1,10.2,9.7,58.3,75.7,5.9,16.2,2.2
1708,SE,2802106,Estância,2.4,30.5,4.2,99.2,64.9,13.2,21.9,67.5,64,16.5,14.4,5.1
1709,SE,2802205,Feira Nova,2.7,26.9,4.4,94.4,71.5,10.1,18.4,49.5,68.5,12,16.8,2.7
1710,SE,2802304,Frei Paulo,3.6,30.9,4.5,100.0,78.1,10.2,11.7,53.7,76.5,10.1,12.6,0.8
1711,SE,2802403,Gararu,2.9,23.8,4.2,96.3,86,6.3,7.7,51.4,81.9,10.2,7.1,0.8
1712,SE,2802502,General Maynard,3.1,27.7,4.2,100.0,80.3,8.8,10.9,51,78.5,12.3,8.2,1
1713,SE,2802601,Gracho Cardoso,3.4,26.2,4.5,100.0,81.2,15.4,3.4,48.4,77.3,14.3,7.8,0.6
1714,SE,2802700,Ilha das Flores,2.8,27.6,4.4,100.0,83.3,11.7,5,43.1,77.3,7.9,11.2,3.6
1715,SE,2802809,Indiaroba,2.8,33.5,5.1,94.4,75,4.3,20.7,59,72.3,9.3,18.1,0.3
1716,SE,2802908,Itabaiana,3.0,29.4,4.2,100.0,65.2,21.8,13,46.9,67.2,18,12.3,2.5
1717,SE,2803005,Itabaianinha,2.9,42.3,4.3,98.3,74.3,7.3,18.4,60.5,72.9,13.2,12.1,1.8
1718,SE,2803104,Itabi,4.1,27.6,6.5,100.0,90.5,2.6,6.9,30.6,87.5,5.2,5.2,2.1
1719,SE,2803302,Japaratuba,2.3,33.5,4.3,100.0,53.9,36.2,9.9,49.1,52.6,32.9,8.7,5.8
1720,SE,2803401,Japoatã,2.4,26.6,5.3,96.2,64.6,20,15.4,60.5,62.2,21.2,13.9,2.7
1721,SE,2803500,Lagarto,3.2,34.5,4.4,98.0,75.5,12.9,11.6,45.3,73.2,13.8,10.9,2.1
1722,SE,2803609,Laranjeiras,1.9,33.7,4.2,100.0,57.2,16.7,26.1,68.6,53,27.2,18.8,1
1723,SE,2803708,Macambira,3.4,28.7,4.4,95.0,81.8,13.2,5,38.4,77.6,12.2,10.2,0
1724,SE,2803807,Malhada dos Bois,3.0,22.3,4.4,100.0,84.6,1.5,13.9,61.2,79.7,5.3,12,3
1725,SE,2803906,Malhador,2.7,23.1,4.6,94.7,61.1,21,17.9,65,56.3,18.1,20.5,5.1
1726,SE,2804003,Maruim,2.3,27.7,4.1,95.2,72.5,14.9,12.6,56.7,68.5,19.2,10.7,1.6
1727,SE,2804102,Moita Bonita,3.8,22.1,4.6,100.0,84.5,8.8,6.7,46.7,80.8,5.9,10.5,2.8
1728,SE,2804201,Monte Alegre de Sergipe,3.2,34.5,5.1,100.0,83.6,5.3,11.1,47.2,78.1,8.4,12,1.5
1729,SE,2804300,Muribeca,3.5,26.2,4.5,100.0,86.4,6.6,7,40.4,84.8,6.7,6.7,1.8
1730,SE,2804409,Neópolis,3.1,27.2,5.3,100.0,77,10.7,12.3,46.7,74.5,10.4,13.9,1.2
1731,SE,2804458,Nossa Senhora Aparecida,3.3,27.1,4.3,100.0,83,7.7,9.3,46.9,80.7,8.8,10.5,0
1732,SE,2804508,Nossa Senhora da Glória,3.2,37.1,5.5,98.5,68.3,19.8,11.9,51.6,63.5,20.9,14.3,1.3
1733,SE,2804607,Nossa Senhora das Dores,3.1,33.9,4.4,96.3,76.3,10.6,13.1,45.4,74.4,11.5,12.2,1.9
1734,SE,2804706,Nossa Senhora de Lourdes,3.2,22.6,4.4,96.7,84.5,10.7,4.8,41.2,84.2,10.3,5.5,0
1735,SE,2804805,Nossa Senhora do Socorro,2.6,30.0,4.4,99.6,66.9,15.5,17.6,56.1,64,15.7,16.1,4.2
1736,SE,2804904,Pacatuba,2.7,33.3,4.3,100.0,85.7,1.5,12.8,55.1,85.4,4.3,10.1,0.2
1737,SE,2805000,Pedra Mole,3.7,31.7,4.3,88.9,90.4,3.2,6.4,54.7,80.6,8.2,11.2,0
1738,SE,2805109,Pedrinhas,3.2,29.5,4.0,100.0,82.6,12.8,4.6,44,80.7,13.8,4.4,1.1
1739,SE,2805208,Pinhão,2.7,31.9,4.3,92.9,58,21.4,20.6,59.6,56.4,30.7,12.4,0.5
1740,SE,2805307,Pirambu,2.8,33.2,4.5,95.0,74.1,14.8,11.1,56,71.4,15.5,9.4,3.7
1741,SE,2805406,Poço Redondo,2.7,30.4,4.5,100.0,68.2,17.1,14.7,54.2,66,14.4,18.2,1.4
1742,SE,2805505,Poço Verde,3.2,37.9,4.6,100.0,74.8,10.6,14.6,44.6,72.5,11.7,14,1.8
1743,SE,2805604,Porto da Folha,2.7,28.6,4.1,100.0,69.9,15.8,14.3,53.9,69.1,16.3,13.5,1.1
1744,SE,2805703,Propriá,2.7,21.9,5.1,100.0,75.9,3.8,20.3,43.2,77.2,6,14.8,2
1745,SE,2805802,Riachão do Dantas,3.2,33.1,4.5,97.0,82.9,6,11.1,45.7,81.1,6.6,10.5,1.8
1746,SE,2805901,Riachuelo,2.8,29.9,4.3,95.2,76.5,4.6,18.9,58.1,75.4,14.1,9.8,0.7
1747,SE,2806008,Ribeirópolis,4.1,20.7,4.4,100.0,90.1,6.3,3.6,38.7,87.6,4.8,7.2,0.4
1748,SE,2806107,Rosário do Catete,2.4,30.9,4.3,95.8,56.8,34.7,8.5,49.8,52.4,26.4,9.8,11.4
1749,SE,2806206,Salgado,3.5,35.4,4.3,100.0,73.5,20.2,6.3,48.2,69.8,16.7,8.6,4.9
1750,SE,2806305,Santa Luzia do Itanhy,3.0,30.1,4.3,100.0,77.8,9.9,12.3,69.4,72.8,13.9,13.3,0
1751,SE,2806404,Santana do São Francisco,3.2,24.3,4.2,100.0,81.5,4.9,13.6,47.6,81.4,6.3,11.9,0.4
1752,SE,2806503,Santa Rosa de Lima,2.5,25.8,4.2,100.0,74.1,25.9,0,54.4,72,13.5,10.6,3.9
1753,SE,2806602,Santo Amaro das Brotas,3.1,30.4,4.3,100.0,76.9,14.6,8.5,37.1,71.8,15.6,5.8,6.8
1754,SE,2806701,São Cristóvão,2.7,30.6,4.6,100.0,71.1,16,12.9,55.8,72.2,11.9,11.7,4.2
1755,SE,2806800,São Domingos,4.4,22.5,4.3,95.8,94.2,2.7,3.1,48.1,87.8,2.4,9.2,0.6
1756,SE,2806909,São Francisco,3.1,22.3,4.3,100.0,76.5,13.1,10.4,50,76,16.2,6.5,1.3
1757,SE,2807006,São Miguel do Aleixo,3.7,26.5,4.2,100.0,86.2,0.6,13.2,49.7,84.3,4.4,10.1,1.2
1758,SE,2807105,Simão Dias,3.6,34.9,4.7,100.0,78.5,8,13.5,43.6,76.9,9.5,10.9,2.7
1759,SE,2807204,Siriri,3.5,31.7,4.4,100.0,93.2,2.5,4.3,51.6,87.7,2.8,7,2.5
1760,SE,2807303,Telha,2.9,22.8,4.4,100.0,81.5,3.3,15.2,47.3,79.8,6.4,12.8,1
1761,SE,2807402,Tobias Barreto,3.4,35.4,4.4,96.9,81.3,8.6,10.1,53.2,78.6,11.8,8.3,1.3
1762,SE,2807501,Tomar do Geru,3.1,33.1,4.3,94.7,74.6,14.1,11.3,52.7,71,12.2,13.9,2.9
1763,SE,2807600,Umbaúba,3.3,36.7,4.2,97.9,85.7,5.4,8.9,43.4,84.5,7.3,7.5,0.7
1764,BA,2900108,Abaíra,3.7,19.1,4.2,88.2,87.4,7.4,5.2,38,85,8,7,0
1765,BA,2900207,Abaré,3.2,23.5,4.1,76.4,90.4,3.5,6.1,42.9,86.7,4.9,8.2,0.2
1766,BA,2900306,Acajutiba,2.5,36.8,4.5,100.0,68.1,18.5,13.4,45.2,66.5,20.8,7.6,5.1
1767,BA,2900355,Adustina,2.3,33.5,4.3,70.0,57.3,30.4,12.3,66.2,61.1,24.2,14.6,0.1
1768,BA,2900405,Água Fria,2.1,30.8,3.8,88.5,68.6,4.7,26.7,75.6,65.8,7.3,17.3,9.6
1769,BA,2900504,Érico Cardoso,3.1,30.5,4.4,62.5,85.3,7.2,7.5,44.3,84.9,6.2,7.5,1.4
1770,BA,2900603,Aiquara,3.1,33.0,8.9,77.8,79.8,11.1,9.1,30.3,78.2,12.9,3,5.9
1771,BA,2900702,Alagoinhas,2.9,29.3,4.5,98.5,67.7,25.6,6.7,50.5,67.5,17.3,9.4,5.8
1772,BA,2900801,Alcobaça,2.6,27.7,4.1,78.4,74.3,10.3,15.4,43.4,70.8,11.3,14.1,3.8
1773,BA,2900900,Almadina,2.4,28.2,4.5,100.0,70.7,28.6,0.7,46.1,70.3,17.2,5.5,7
1774,BA,2901007,Amargosa,3.0,26.8,4.4,96.8,67.8,20.1,12.1,48.6,63.2,17.1,9.9,9.8
1775,BA,2901106,Amélia Rodrigues,2.9,28.0,4.4,92.2,73.4,21.2,5.4,51.1,72.8,10.7,10.7,5.8
1776,BA,2901155,América Dourada,2.9,34.6,4.3,84.6,81.7,7.2,11.1,29.9,78.7,10.9,7.5,2.9
1777,BA,2901205,Anagé,2.9,31.7,4.1,96.7,76.9,19.8,3.3,54.6,76,16.6,5.3,2.1
1778,BA,2901304,Andaraí,2.7,27.5,4.3,96.9,67.9,23.6,8.5,54.1,68.8,20.1,9.9,1.2
1779,BA,2901353,Andorinha,2.7,26.1,3.9,90.2,78,7.5,14.5,56.2,77.9,9.5,8.9,3.7
1780,BA,2901403,Angical,2.8,21.9,4.3,81.3,77.4,8.7,13.9,46.7,75.9,11.8,11.9,0.4
1781,BA,2901502,Anguera,3.1,29.1,4.5,90.5,81.4,9.9,8.7,37.5,82,10.4,5.1,2.5
1782,BA,2901601,Antas,2.0,40.0,4.2,100.0,65.2,19.3,15.5,53.4,74.9,15.2,9.6,0.3
1783,BA,2901700,Antônio Cardoso,2.9,32.4,4.5,73.3,89.1,10.9,0,59.5,82.7,9.2,3.8,4.3
1784,BA,2901809,Antônio Gonçalves,2.9,23.7,9.2,80.8,80.1,19.9,0,34.1,74.4,14.1,8.6,2.9
1785,BA,2901908,Aporá,2.5,26.8,4.2,94.1,74.1,19.4,6.5,44.1,82.6,10,6.5,0.9
1786,BA,2901957,Apuarema,2.8,22.2,4.0,100.0,66.2,24.1,9.7,64,61.1,17.9,14.8,6.2
1787,BA,2902005,Aracatu,3.1,29.5,4.3,90.9,88.9,3.9,7.2,49.2,87.4,5,6.9,0.7
1788,BA,2902054,Araçás,2.9,33.3,4.5,100.0,67.8,26.2,6,52.7,66.1,14.1,6.8,13
1789,BA,2902104,Araci,2.6,28.3,4.3,73.8,71.6,23.5,4.9,60.5,68.4,17.7,11.8,2.1
1790,BA,2902203,Aramari,1.5,31.9,4.0,100.0,44.4,50.8,4.8,71.2,49.8,29.9,9.5,10.8
1791,BA,2902252,Arataca,2.2,21.5,4.5,95.1,56.5,26.2,17.3,51.2,57.7,21.3,16.8,4.2
1792,BA,2902302,Aratuípe,2.2,32.7,4.3,100.0,73,12.3,14.7,60.9,71.8,11.8,12.2,4.2
1793,BA,2902401,Aurelino Leal,2.3,28.4,3.9,100.0,58.8,29.2,12,53.5,59.9,16.7,17,6.4
1794,BA,2902500,Baianópolis,2.8,24.0,3.9,88.9,82.7,7,10.3,41.3,80.6,7.9,11.3,0.2
1795,BA,2902609,Baixa Grande,3.0,32.3,4.8,89.5,73.9,17.5,8.6,39.5,70.9,14.4,10,4.7
1796,BA,2902658,Banzaê,2.3,20.8,4.1,30.6,71.4,10.4,18.2,55,70,10.4,15.8,3.8
1797,BA,2902708,Barra,2.6,25.7,4.2,57.4,83,7.9,9.1,48.7,80,8.1,10.9,1
1798,BA,2902807,Barra da Estiva,3.4,30.6,3.9,90.7,83.8,11.6,4.6,40.8,81.6,11.2,7,0.2
1799,BA,2902906,Barra do Choça,2.8,30.7,3.7,98.7,74.1,11.8,14.1,61.6,71.4,12.6,15,1
1800,BA,2903003,Barra do Mendes,3.2,26.7,4.3,76.7,88.8,5.3,5.9,29.8,86.1,6.1,6.3,1.5
1801,BA,2903102,Barra do Rocha,2.6,25.2,4.0,92.3,73.7,12.4,13.9,55.5,70.5,16.3,12.3,0.9
1802,BA,2903201,Barreiras,3.0,25.4,4.3,90.5,72.7,16.6,10.7,43.7,72.2,14.5,11.7,1.6
1803,BA,2903235,Barro Alto,2.9,30.4,3.8,67.9,87.9,6.4,5.7,24.3,86.2,6.3,7.3,0.2
1804,BA,2903276,Barrocas,3.5,34.6,4.3,89.5,87.9,9.7,2.4,36.3,81.9,7.2,9.9,1
1805,BA,2903300,Barro Preto,2.8,23.0,4.5,100.0,81.7,9.7,8.6,40.2,76.6,9.6,9.6,4.2
1806,BA,2903409,Belmonte,2.9,32.0,4.2,86.7,81.9,5.7,12.4,39.2,73.3,11.6,13.7,1.4
1807,BA,2903508,Belo Campo,3.3,30.5,4.3,100.0,76.2,14.2,9.6,41.5,75.4,13.2,8.3,3.1
1808,BA,2903607,Biritinga,3.2,32.3,4.2,88.9,82,5.6,12.4,62.4,81.2,7.8,8.2,2.8
1809,BA,2903706,Boa Nova,2.3,32.5,4.1,94.4,71.8,17.1,11.1,35.2,71.3,17.3,9,2.4
1810,BA,2903805,Boa Vista do Tupim,2.6,24.7,4.3,87.5,79.4,16.6,4,42.6,76.4,13.4,9.2,1
1811,BA,2903904,Bom Jesus da Lapa,2.9,21.6,3.8,45.1,82,3.3,14.7,49.2,81.3,6.2,11.3,1.2
1812,BA,2903953,Bom Jesus da Serra,2.4,33.0,4.2,100.0,70.8,11.8,17.4,57.7,68.8,13.8,16.3,1.1
1813,BA,2904001,Boninal,3.2,32.3,4.2,100.0,93,2.2,4.8,29.7,91.7,3,4.9,0.4
1814,BA,2904050,Bonito,3.0,32.4,4.1,100.0,77.2,22.8,0,32.3,70.7,17,8.3,4
1815,BA,2904100,Boquira,3.0,24.9,4.0,72.0,83.6,9.2,7.2,43.2,80.3,6.7,12,1
1816,BA,2904209,Botuporã,3.2,31.7,4.0,90.5,80.5,14,5.5,40.1,78.9,13.9,5.5,1.7
1817,BA,2904308,Brejões,3.0,30.4,4.4,89.5,82.4,9.4,8.2,41.5,82.4,10.2,4.4,3
1818,BA,2904407,Brejolândia,2.6,22.2,4.3,100.0,81.9,4.2,13.9,37.8,82,8.9,9.1,0
1819,BA,2904506,Brotas de Macaúbas,3.2,24.0,3.8,92.9,72.9,22.9,4.2,42.1,69.2,16.4,8.9,5.5
1820,BA,2904605,Brumado,3.3,32.8,4.3,100.0,65.7,23.4,10.9,43.9,62.4,14.4,19.5,3.7
1821,BA,2904704,Buerarema,2.8,29.7,4.3,67.6,76.6,15.3,8.1,43.4,72.2,17.8,9.2,0.8
1822,BA,2904753,Buritirama,2.6,34.3,4.4,93.3,81.9,7.2,10.9,40.8,78.1,6.6,13.5,1.8
1823,BA,2904803,Caatiba,1.8,27.1,4.3,90.9,54.8,35.5,9.7,47.4,55.4,23.1,13.3,8.2
1824,BA,2904852,Cabaceiras do Paraguaçu,2.4,29.2,4.5,73.3,68.5,23.7,7.8,43.6,68.4,17.7,7.9,6
1825,BA,2904902,Cachoeira,2.5,28.4,4.4,98.6,68.8,24.9,6.3,54.2,67,16.8,12.6,3.6
1826,BA,2905008,Caculé,3.6,30.6,4.4,100.0,78.8,14.6,6.6,37.7,77.9,6.5,11.5,4.1
1827,BA,2905107,Caém,3.0,23.4,4.1,90.9,76.3,22.6,1.1,47.6,75.7,11.8,8.6,3.9
1828,BA,2905156,Caetanos,3.1,31.6,4.0,90.0,85.6,3.2,11.2,46.7,85,4.4,10.4,0.2
1829,BA,2905206,Caetité,3.9,28.2,4.2,100.0,76.2,15.1,8.7,46.4,74.5,10,12.7,2.8
1830,BA,2905305,Cafarnaum,2.3,37.3,4.1,81.0,70.5,12.6,16.9,45.8,69,15.5,15.4,0.1
1831,BA,2905404,Cairu,2.4,27.9,4.5,71.8,75.1,12.7,12.2,52.4,71.3,12.4,8.6,7.7
1832,BA,2905503,Caldeirão Grande,2.6,33.8,4.4,68.2,73.6,17.5,8.9,36.3,72,15.4,10.7,1.9
1833,BA,2905602,Camacan,2.6,28.4,4.0,97.6,70.1,16.3,13.6,45.4,68.5,14.6,9.5,7.4
1834,BA,2905701,Camaçari,1.5,36.2,4.1,97.1,61.5,27.3,11.2,49.8,62.3,21.8,12.1,3.8
1835,BA,2905800,Camamu,2.7,34.3,4.1,93.0,67.3,25,7.7,54.7,65.2,20.6,11.2,3
1836,BA,2905909,Campo Alegre de Lourdes,2.4,31.8,4.3,87.0,70.6,24.4,5,40.1,61.6,21.8,12,4.6
1837,BA,2906006,Campo Formoso,2.6,30.9,4.1,94.0,75.4,20.5,4.1,46.5,72.5,18.1,7.7,1.7
1838,BA,2906105,Canápolis,2.7,25.6,3.9,56.3,87.2,1.2,11.6,40.2,85,2.1,12.9,0
1839,BA,2906204,Canarana,2.5,32.4,4.0,82.1,73.5,14.4,12.1,44,69.9,10.9,18.1,1.1
1840,BA,2906303,Canavieiras,2.8,33.3,4.2,97.3,70.7,17.1,12.2,41.2,69.6,16.9,9.9,3.6
